image_index,concept,verdict,macro_cluster
3,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
3,miliary lupoid of boeck,Uncertain,1
3,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
3,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
4,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
4,confluent airspace opacities identified throughout the right middle and lower lobes.,Uncertain,0
4,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
4,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
4,"fibroses, pulmonary",Uncertain,0
4,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Uncertain,0
4,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
4,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
4,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
5,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
5,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
5,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
5,large air filled bullae are identified within the apical lung regions.,Unaligned,0
5,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
5,patchy opacification identified throughout the mid to lower zones of the lung.,Uncertain,0
5,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
5,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Uncertain,2
5,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
5,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
6,chronic irreversible airway obstruction,Uncertain,0
6,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
6,free intraperitoneal air collection noted tracking along the superior hepatic surface.,Unaligned,3
6,gallstone diseases,Uncertain,5
6,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
6,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Uncertain,2
6,the diaphragm maintains a smooth arcuate contour across the lower thoracic cavity.,Aligned,3
6,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
6,unexpanded lung,Uncertain,0
6,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
7,central mediastinal structures maintain a normal position without evidence of abnormal widening.,Aligned,0
7,cervical spines,Uncertain,2
7,chronic irreversible airway obstruction,Uncertain,0
7,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
7,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
7,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
7,multiple avascular lucent spaces are present throughout the upper pulmonary lobes.,Uncertain,0
7,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
7,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Aligned,4
7,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Aligned,2
8,a solitary well-defined nodule with central dense calcification is noted.,Uncertain,0
8,a solitary well-defined rounded opacity is noted within the right upper lobe.,Uncertain,0
8,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
8,atheroscleroses,Uncertain,0
8,"disease, forestier's",Uncertain,2
8,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
8,gallstone diseases,Uncertain,5
8,layering opacity along the lateral chest wall indicates pleural effusion.,Uncertain,0
8,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
8,thoracic aorta appears as a well defined tubular structure within the superior mediastinum.,Uncertain,0
9,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
9,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
9,fibrocystic disease,Uncertain,0
9,hemopneumothorax,Unaligned,0
9,miliary lupoid of boeck,Uncertain,1
9,normal midline position of the trachea with a well defined tracheal air column.,Aligned,0
9,patchy consolidations with cavitation identified in the right upper lung field.,Uncertain,1
9,regional hyperlucency of the upper lung zone with decreased density of pulmonary vasculature.,Uncertain,0
9,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
9,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Aligned,0
10,bronchiolitis (disorder),Uncertain,0
10,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
10,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
10,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
10,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
10,gallstone diseases,Uncertain,5
10,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
10,pulmonary cicatrix,Uncertain,0
10,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,Aligned,0
10,tuberculosis,Uncertain,1
11,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
11,cardiomegaly (disorder),Uncertain,0
11,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
11,gallstone disease,Uncertain,5
11,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
11,pericardial effusion,Uncertain,0
11,the left atrial appendage is located along the mid left heart border.,Uncertain,0
11,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
12,acute bronchitis (disorder),Uncertain,0
12,besnier boeck schaumann syndrome,Uncertain,1
12,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Aligned,0
12,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
12,diffuse hyperlucency of the left lung with associated attenuation of peripheral pulmonary vessels.,Uncertain,0
12,fibrocystic disease,Uncertain,0
12,gallstone diseases,Uncertain,5
12,increased prominence of bronchovascular markings with bilateral hazy opacities.,Uncertain,0
12,patchy airspace opacification identified in the right mid lung zone suggesting consolidation.,Uncertain,0
12,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Uncertain,0
13,a solitary well-defined nodule with central dense calcification is noted.,Unaligned,0
13,atheroscleroses,Uncertain,0
13,cervical spines,Uncertain,2
13,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
13,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
13,gallstone diseases,Uncertain,5
13,generalized thinning of the cortical margins of the visualized ribs.,Unaligned,2
13,miliary lupoid of boeck,Uncertain,1
13,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Unaligned,0
13,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
14,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
14,fibrocystic disease,Uncertain,0
14,gallstone diseases,Uncertain,5
14,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
14,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
14,pulmonary vascular structures are clearly visible radiating from the bilateral hila.,Aligned,0
14,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
14,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
14,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Aligned,4
14,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
15,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
15,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
15,"columns, spinal",Uncertain,2
15,costophrenic angle,Uncertain,4
15,enlarged cardiac silhouette associated with diffuse bilateral pulmonary venous hypertension and edema.,Uncertain,0
15,gallstone diseases,Uncertain,5
15,globular heart shape suggesting an increase in the pericardial space.,Uncertain,0
15,layering opacity along the lateral chest wall indicates pleural effusion.,Unaligned,0
15,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
15,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Uncertain,0
16,cardiac insufficiency,Uncertain,0
16,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
16,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
16,extraskeletal calcification,Uncertain,2
16,fibrocystic disease,Uncertain,0
16,"fibroses, pulmonary",Uncertain,0
16,large lobulated soft tissue density identified in the left lower lung field.,Unaligned,0
16,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Unaligned,0
16,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,Unaligned,0
16,tracheal structure,Uncertain,0
17,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
17,cardiomegaly (disorder),Uncertain,0
17,coad,Uncertain,0
17,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
17,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
17,"disease, forestier's",Uncertain,2
17,fibrocystic disease,Uncertain,0
17,gallstone diseases,Uncertain,5
17,miliary lupoid of boeck,Uncertain,1
17,tuberculous (qualifier value),Unaligned,1
18,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
18,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
18,fibrocystic disease,Uncertain,0
18,"fibroses, pulmonary",Uncertain,0
18,fine reticular opacities present throughout the mid and lower lung zones.,Uncertain,0
18,gallstone diseases,Uncertain,5
18,miliary lupoid of boeck,Uncertain,1
18,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
19,acute bronchitis (disorder),Uncertain,0
19,bilateral perihilar airspace opacities consistent with pulmonary edema.,Uncertain,0
19,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
19,chronic irreversible airway obstruction,Uncertain,0
19,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
19,dense pleural opacity causing obscuration of the underlying pulmonary vascular markings.,Uncertain,0
19,diffuse hyperlucency of the left lung with associated attenuation of peripheral pulmonary vessels.,Uncertain,0
19,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
19,the left atrial appendage is located along the mid left heart border.,Uncertain,0
20,acute tracheobronchitis (disorder),Uncertain,0
20,bilateral perihilar airspace opacities consistent with pulmonary edema.,Uncertain,0
20,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
20,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
20,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
20,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
20,pericardial effusion,Uncertain,0
20,"spine, cervical",Uncertain,2
20,the shoulder region demonstrates normal osseous alignment and intact cortical margins.,Uncertain,2
20,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
21,bronchiectasis (disorder),Uncertain,0
21,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
21,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
21,gallstone disease,Uncertain,5
21,"hernia, hiatus",Uncertain,3
21,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
21,shoulder,Uncertain,2
21,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
21,the diaphragm maintains a smooth arcuate contour across the lower thoracic cavity.,Uncertain,3
21,vertebral columns,Uncertain,2
22,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Uncertain,5
22,gallstone disease,Uncertain,5
22,"hernia, hiatus",Uncertain,3
22,mediastinal shift,Unaligned,0
22,pericardial effusion,Uncertain,0
22,radiopaque calculus identified within the right upper quadrant biliary region.,Unaligned,5
22,"spine, cervical",Uncertain,2
22,subdiaphragmatic lucency consistent with free air within the peritoneal cavity.,Uncertain,3
22,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Aligned,0
22,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
23,bone structure of humerus (body structure),Aligned,2
23,cystic fibrosis,Uncertain,0
23,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
23,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
23,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
23,homogeneous opacification of the pleural space consistent with a large pleural effusion.,Uncertain,0
23,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Uncertain,0
23,shoulder,Uncertain,2
23,the heart ventricles occupy the inferior aspect of the central mediastinal shadow.,Uncertain,0
23,the left atrial appendage is located along the mid left heart border.,Uncertain,0
24,acute tracheobronchitis (disorder),Uncertain,0
24,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
24,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Unaligned,7
24,expansile lytic lesion noted within the mid portion of the right scapula.,Unaligned,2
24,large air filled bullae are identified within the apical lung regions.,Unaligned,0
24,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
24,miliary lupoid of boeck,Uncertain,1
24,regional hyperlucency of the upper lung zone with decreased density of pulmonary vasculature.,Uncertain,0
24,solitary circumscribed mass lesion projecting over the right mid lung zone.,Unaligned,0
24,the pulmonary artery segment maintains a normal contour along the left heart border.,Aligned,0
25,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
25,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
25,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
25,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
25,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
25,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
25,extraskeletal calcification,Uncertain,2
25,free intraperitoneal air collection noted tracking along the superior hepatic surface.,Unaligned,3
25,miliary lupoid of boeck,Uncertain,1
25,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
26,atrial structure (body structure),Uncertain,0
26,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
26,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
26,confluent airspace opacities identified throughout the right middle and lower lobes.,Uncertain,0
26,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
26,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
26,"fibroses, pulmonary",Uncertain,0
26,forestiers disease,Uncertain,2
26,homogeneous opacification of the pleural space consistent with a large pleural effusion.,Uncertain,0
26,multiple small dense pulmonary nodules scattered throughout both lung fields.,Uncertain,0
27,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
27,forestiers disease,Uncertain,2
27,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,Uncertain,3
27,homogeneous opacification of the pleural space consistent with a large pleural effusion.,Unaligned,0
27,large air filled bullae are identified within the apical lung regions.,Uncertain,0
27,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
27,normal midline position of the trachea with a well defined tracheal air column.,Uncertain,0
27,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
27,pneumothorax (disorder),Unaligned,0
27,well defined thick walled cavitary lesion identified in the left lower lobe.,Unaligned,0
28,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Uncertain,1
28,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
28,large air filled bullae are identified within the apical lung regions.,Uncertain,0
28,lymphatic gland,Uncertain,7
28,patchy airspace opacification identified in the right mid lung zone suggesting consolidation.,Uncertain,0
28,regional hyperlucency of the upper lung zone with decreased density of pulmonary vasculature.,Uncertain,0
28,the carina is sharp and located at the level of the hilum.,Uncertain,0
28,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Aligned,4
28,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Uncertain,0
29,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
29,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
29,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
29,crowding of the pulmonary vascular markings within the affected lung zone.,Aligned,0
29,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
29,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
29,"fibroses, pulmonary",Aligned,0
29,multiple small dense pulmonary nodules scattered throughout both lung fields.,Unaligned,0
29,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
29,tracheal structure,Uncertain,0
30,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
30,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
30,gallstone disease,Uncertain,5
30,gallstone diseases,Uncertain,5
30,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
30,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
30,pneumothorax (disorder),Unaligned,0
30,pulmonary cicatrix,Uncertain,0
30,the carina is sharp and located at the level of the hilum.,Uncertain,0
30,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Uncertain,0
31,"columns, spinal",Uncertain,2
31,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
31,costophrenic angle,Aligned,4
31,cystic fibrosis (disorder),Uncertain,0
31,fibrocystic disease,Uncertain,0
31,large air filled bullae are identified within the apical lung regions.,Uncertain,0
31,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
31,prominent tubular opacities noted within the lower lung zones bilaterally.,Uncertain,0
31,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
32,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
32,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
32,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
32,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
32,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Unaligned,2
32,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Aligned,4
32,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Aligned,0
32,the pulmonary artery segment maintains a normal contour along the left heart border.,Unaligned,0
32,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,Unaligned,0
32,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
33,atheroscleroses,Uncertain,0
33,calcified granuloma,Uncertain,0
33,cystic fibrosis (disorder),Uncertain,0
33,fibrocystic disease,Uncertain,0
33,"fibroses, pulmonary",Uncertain,0
33,gallstone diseases,Uncertain,5
33,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
33,pneumothorax (disorder),Unaligned,0
33,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
33,well defined thick walled cavitary lesion identified in the left lower lobe.,Unaligned,0
34,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
34,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
34,cervical spines,Uncertain,2
34,costophrenic angle,Uncertain,4
34,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
34,enlarged cardiac silhouette associated with diffuse bilateral pulmonary venous hypertension and edema.,Uncertain,0
34,gallstone diseases,Uncertain,5
34,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
34,tuberculosis,Uncertain,1
35,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
35,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
35,confluent airspace opacities identified throughout the right middle and lower lobes.,Unaligned,0
35,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
35,"disease, forestier's",Uncertain,2
35,"fibroses, pulmonary",Uncertain,0
35,fine reticular opacities present throughout the mid and lower lung zones.,Uncertain,0
35,pericardial effusion,Uncertain,0
35,retrocardiac soft tissue opacity noted within the posterior mediastinum.,Unaligned,3
35,"spine, cervical",Uncertain,2
36,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Uncertain,1
36,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Uncertain,7
36,gallstone disease,Uncertain,5
36,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
36,pericardial effusion,Uncertain,0
36,pigeon breast,Uncertain,2
36,radiopaque calculus identified within the right upper quadrant biliary region.,Unaligned,5
36,"spine, cervical",Uncertain,2
36,the shoulder region demonstrates normal osseous alignment and intact cortical margins.,Uncertain,2
36,tuberculosis,Uncertain,1
37,a solitary well-defined nodule with central dense calcification is noted.,Unaligned,0
37,bronchiectasis (disorder),Uncertain,0
37,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
37,"fibroses, pulmonary",Uncertain,0
37,keeled chest,Uncertain,2
37,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
37,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
37,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
37,the carina is sharp and located at the level of the hilum.,Uncertain,0
37,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
38,a solitary well-defined rounded opacity is noted within the right upper lobe.,Unaligned,0
38,besnier boeck schaumann syndrome,Aligned,1
38,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
38,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
38,multiple small dense pulmonary nodules scattered throughout both lung fields.,Uncertain,0
38,pulmonary cicatrix,Uncertain,0
38,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
38,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Unaligned,4
38,the diaphragm maintains a smooth arcuate contour across the lower thoracic cavity.,Aligned,3
38,tuberculosis,Uncertain,1
39,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
39,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
39,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Uncertain,7
39,large air filled bullae are identified within the apical lung regions.,Uncertain,0
39,normal midline position of the trachea with a well defined tracheal air column.,Uncertain,0
39,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
39,the left atrial appendage is located along the mid left heart border.,Uncertain,0
39,tuberculosis,Uncertain,1
39,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Uncertain,0
40,a solitary well-defined rounded opacity is noted within the right upper lobe.,Unaligned,0
40,fibrocystic disease,Uncertain,0
40,gallstone disease,Uncertain,5
40,humeri,Uncertain,2
40,localized expansile lucency with thin sclerotic margins identified in the clavicular head.,Uncertain,2
40,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
40,mediastinal shift,Unaligned,0
40,normal cardiac ventricular contours are visualized along the left heart border profile.,Aligned,0
40,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
41,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
41,cardiomegaly (disorder),Uncertain,0
41,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
41,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
41,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
41,dense consolidation obscuring the normal vascular markings in the left lower lung.,Unaligned,0
41,normal aortic arch shadow is visualized along the superior mediastinal border.,Aligned,0
41,"spine, cervical",Uncertain,2
41,tuberculous,Uncertain,1
41,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
42,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
42,cholelithiasis,Uncertain,5
42,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
42,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
42,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
42,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
42,lower thoracic and upper lumbar vertebrae are identified on the lateral view.,Uncertain,2
42,tuberculosis,Uncertain,1
42,vertebral columns,Uncertain,2
43,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Aligned,0
43,cardiomegaly (disorder),Aligned,0
43,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
43,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
43,"disease, forestier's",Uncertain,2
43,increased retrosternal lucency with posterior bowing of the sternal body on lateral view.,Uncertain,2
43,retrocardiac soft tissue opacity noted within the posterior mediastinum.,Unaligned,3
43,"spine, cervical",Uncertain,2
43,the pulmonary artery segment maintains a normal contour along the left heart border.,Aligned,0
43,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
44,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
44,"columns, spinal",Uncertain,2
44,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
