image_index,concept,verdict,macro_cluster
1,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Aligned,0
1,"column, vertebral",Unaligned,2
1,confluent airspace opacities identified throughout the right middle and lower lobes.,Unaligned,0
1,dense amorphous calcifications identified along the thoracic wall soft tissue planes.,Unaligned,2
1,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
1,fine reticular opacities present throughout the mid and lower lung zones.,Uncertain,0
1,gallstone diseases,Uncertain,5
1,increased density obscuring the hemidiaphragm consistent with a significant pleural collection.,Unaligned,0
1,increased retrosternal clear space observed due to anterior sternal bowing.,Uncertain,2
1,layering opacity along the lateral chest wall indicates pleural effusion.,Unaligned,0
1,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
1,localized expansile lucency with thin sclerotic margins identified in the clavicular head.,Unaligned,2
1,lower thoracic and upper lumbar vertebrae are identified on the lateral view.,Uncertain,2
1,lucent fat density noted along the inferior cardiac border on lateral view.,Uncertain,6
1,mediastinal shift,Unaligned,0
1,miliary lupoid of boeck,Uncertain,1
1,pericardial effusion,Unaligned,0
1,pigeon breast,Unaligned,2
1,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Unaligned,0
1,solitary circumscribed mass lesion projecting over the right mid lung zone.,Unaligned,0
1,"spine, cervical",Unaligned,2
1,subdiaphragmatic lucency consistent with free air within the peritoneal cavity.,Unaligned,3
1,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,Unaligned,0
1,the shoulder region demonstrates normal osseous alignment and intact cortical margins.,Unaligned,2
1,the upper abdomen is partially included at the base of the image.,Uncertain,3
1,visualized proximal humerus demonstrates normal trabecular pattern and smooth cortical bone surfaces.,Uncertain,2
1,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
2,besnier boeck schaumann syndrome,Uncertain,1
2,cervical spines,Uncertain,2
2,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
2,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
2,dense consolidation obscuring the normal vascular markings in the left lower lung.,Unaligned,0
2,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
2,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
2,focal pulmonary opacity with smooth margins located in the left upper lobe.,Unaligned,0
2,gallstone diseases,Uncertain,5
2,generalized thinning of the cortical margins of the visualized ribs.,Unaligned,2
2,large air filled bullae are identified within the apical lung regions.,Unaligned,0
2,linear lucencies tracking along the subcutaneous soft tissues of the chest wall.,Unaligned,0
2,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
2,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
2,multiple avascular lucent spaces are present throughout the upper pulmonary lobes.,Uncertain,0
2,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
2,patchy opacification identified throughout the mid to lower zones of the lung.,Uncertain,0
2,pneumothorax (disorder),Unaligned,0
2,radiolucent gas collection identified between the liver dome and the diaphragm.,Unaligned,3
2,regional hyperlucency of the upper lung zone with decreased density of pulmonary vasculature.,Uncertain,0
2,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Unaligned,0
2,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Unaligned,2
2,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Uncertain,4
2,the left atrial appendage is located along the mid left heart border.,Uncertain,0
2,tracheal structure,Aligned,0
2,tuberculosis,Uncertain,1
2,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Unaligned,2
3,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
3,atheroscleroses,Uncertain,0
3,cardiac insufficiency,Uncertain,0
3,"columns, vertebral",Uncertain,2
3,continuous bony bridging spanning multiple contiguous thoracic vertebral segments.,Uncertain,2
3,cystic fibrosis,Uncertain,0
3,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
3,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
3,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
3,extraskeletal calcification,Uncertain,2
3,fibrocystic disease,Uncertain,0
3,gallstone diseases,Uncertain,5
3,homogeneous opacity with ipsilateral mediastinal shift indicating significant lobar collapse.,Uncertain,0
3,large air filled bullae are identified within the apical lung regions.,Aligned,0
3,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
3,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
3,lymphatic gland,Uncertain,7
3,miliary lupoid of boeck,Uncertain,1
3,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
3,patchy consolidations with cavitation identified in the right upper lung field.,Unaligned,1
3,pulmonary vascular structures are clearly visible radiating from the bilateral hila.,Uncertain,0
3,regional hyperlucency of the upper lung zone with decreased density of pulmonary vasculature.,Uncertain,0
3,the carina is sharp and located at the level of the hilum.,Uncertain,0
3,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
3,tuberculosis,Uncertain,1
3,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Uncertain,0
4,acute tracheobronchitis (disorder),Uncertain,0
4,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
4,"columns, spinal",Uncertain,2
4,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
4,confluent airspace opacities identified throughout the right middle and lower lobes.,Uncertain,0
4,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
4,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
4,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
4,"disease, forestier's",Uncertain,2
4,"fibroses, pulmonary",Uncertain,0
4,gas filled structure noted superior to the left hemidiaphragm.,Uncertain,3
4,increased density obscuring the hemidiaphragm consistent with a significant pleural collection.,Uncertain,0
4,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
4,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Uncertain,0
4,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
4,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
4,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Uncertain,0
4,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
4,tracheal structure,Aligned,0
4,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
5,arthritides,Uncertain,1
5,atheromatosis,Uncertain,0
5,atheroscleroses,Uncertain,0
5,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
5,bullous emphysema,Uncertain,0
5,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
5,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
5,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
5,dense amorphous calcifications identified along the thoracic wall soft tissue planes.,Uncertain,2
5,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
5,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
5,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
5,heart atria,Uncertain,0
5,keeled chest,Uncertain,2
5,large air filled bullae are identified within the apical lung regions.,Unaligned,0
5,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
5,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
5,patchy opacification identified throughout the mid to lower zones of the lung.,Uncertain,0
5,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
5,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
5,"spine, cervical",Uncertain,2
5,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Unaligned,2
5,the shoulder region demonstrates normal osseous alignment and intact cortical margins.,Uncertain,2
5,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
5,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
6,bronchiectasis (disorder),Uncertain,0
6,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
6,chronic irreversible airway obstruction,Uncertain,0
6,costophrenic angle,Unaligned,4
6,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
6,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
6,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
6,expansile lytic lesion noted within the mid portion of the right scapula.,Unaligned,2
6,free intraperitoneal air collection noted tracking along the superior hepatic surface.,Unaligned,3
6,gallstone diseases,Uncertain,5
6,gas filled structure noted superior to the left hemidiaphragm.,Uncertain,3
6,large air filled bullae are identified within the apical lung regions.,Uncertain,0
6,large lobulated soft tissue density identified in the left lower lung field.,Unaligned,0
6,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
6,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
6,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
6,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
6,oesophageal hiatal hernia,Uncertain,3
6,radiolucent gas collection identified between the liver dome and the diaphragm.,Uncertain,3
6,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
6,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Uncertain,2
6,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Aligned,4
6,the diaphragm maintains a smooth arcuate contour across the lower thoracic cavity.,Aligned,3
6,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Uncertain,0
6,the proximal humerus is visualized within the lateral aspect of the thoracic cage.,Unaligned,2
6,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
6,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
6,unexpanded lung,Uncertain,0
6,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
6,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
7,a solitary well-defined nodule with central dense calcification is noted.,Uncertain,0
7,besnier boeck disease,Uncertain,1
7,boeck sarcoid,Uncertain,1
7,bronchiectasis (disorder),Uncertain,0
7,bronchiolitis (disorder),Uncertain,0
7,bullous emphysema,Uncertain,0
7,central mediastinal structures maintain a normal position without evidence of abnormal widening.,Aligned,0
7,cervical spines,Uncertain,2
7,chronic irreversible airway obstruction,Uncertain,0
7,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
7,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
7,diffuse hyperlucency of the left lung with associated attenuation of peripheral pulmonary vessels.,Uncertain,0
7,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
7,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,Uncertain,3
7,increased retrosternal clear space observed due to anterior sternal bowing.,Uncertain,2
7,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
7,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
7,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
7,multiple avascular lucent spaces are present throughout the upper pulmonary lobes.,Uncertain,0
7,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
7,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Aligned,4
7,the pulmonary artery segment maintains a normal contour along the left heart border.,Aligned,0
7,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,Aligned,0
7,tuberculosis,Uncertain,1
7,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Aligned,2
8,a solitary well-defined nodule with central dense calcification is noted.,Uncertain,0
8,a solitary well-defined rounded opacity is noted within the right upper lobe.,Uncertain,0
8,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
8,atheroscleroses,Uncertain,0
8,besnier boeck disease,Uncertain,1
8,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Uncertain,1
8,cystic fibrosis (disorder),Uncertain,0
8,"disease, forestier's",Uncertain,2
8,extraskeletal calcification,Uncertain,2
8,fibrocystic disease,Uncertain,0
8,"fibroses, pulmonary",Uncertain,0
8,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
8,gallstone diseases,Uncertain,5
8,layering opacity along the lateral chest wall indicates pleural effusion.,Uncertain,0
8,miliary lupoid of boeck,Uncertain,1
8,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
8,sternal prominence projecting anteriorly beyond the normal thoracic cage margin.,Uncertain,2
8,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,Uncertain,0
8,thoracic aorta appears as a well defined tubular structure within the superior mediastinum.,Uncertain,0
8,tuberculosis (disorder),Uncertain,1
9,a solitary well-defined nodule with central dense calcification is noted.,Uncertain,0
9,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
9,bilateral perihilar airspace opacities consistent with pulmonary edema.,Uncertain,0
9,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
9,chronic irreversible airway obstruction,Uncertain,0
9,"columns, spinal",Uncertain,2
9,"disease, forestier's",Uncertain,2
9,fibrocystic disease,Uncertain,0
9,hemopneumothorax,Unaligned,0
9,large air filled bullae are identified within the apical lung regions.,Unaligned,0
9,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
9,miliary lupoid of boeck,Uncertain,1
9,normal aortic arch shadow is visualized along the superior mediastinal border.,Aligned,0
9,normal midline position of the trachea with a well defined tracheal air column.,Aligned,0
9,patchy consolidations with cavitation identified in the right upper lung field.,Uncertain,1
9,persistent hazy opacity noted within the right upper lobe lung parenchyma.,Uncertain,0
9,radiolucent gas collection identified between the liver dome and the diaphragm.,Uncertain,3
9,regional hyperlucency of the upper lung zone with decreased density of pulmonary vasculature.,Uncertain,0
9,shoulder region,Uncertain,2
9,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
9,the shoulder region demonstrates normal osseous alignment and intact cortical margins.,Uncertain,2
9,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Aligned,0
9,the tracheal bifurcation is clearly visualized with a sharp carinal angle.,Aligned,0
9,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
9,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
10,atrial structure (body structure),Aligned,0
10,besnier boeck disease,Uncertain,1
10,bronchiolitis (disorder),Uncertain,0
10,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
10,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
10,central mediastinal structures maintain a normal position without evidence of abnormal widening.,Aligned,0
10,coad,Uncertain,0
10,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
10,diffuse hyperlucency of the left lung with associated attenuation of peripheral pulmonary vessels.,Uncertain,0
10,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
10,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
10,gallstone diseases,Uncertain,5
10,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
10,heart structure (body structure),Aligned,0
10,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
10,localized expansile lucency with thin sclerotic margins identified in the clavicular head.,Unaligned,2
10,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
10,miliary lupoid of boeck,Uncertain,1
10,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
10,oesophageal hiatal hernia,Uncertain,3
10,pulmonary cicatrix,Uncertain,0
10,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
10,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Uncertain,2
10,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Uncertain,0
10,the pulmonary artery segment maintains a normal contour along the left heart border.,Aligned,0
10,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,Aligned,0
10,tuberculosis,Uncertain,1
10,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
11,atheroscleroses,Uncertain,0
11,bronchiolitis (disorder),Uncertain,0
11,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
11,cardiomegaly (disorder),Uncertain,0
11,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
11,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Uncertain,7
11,gallstone disease,Uncertain,5
11,heart structure (body structure),Aligned,0
11,increased posterior curvature of the thoracic spine is noted on the lateral view.,Uncertain,2
11,large air filled bullae are identified within the apical lung regions.,Uncertain,0
11,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
11,lower thoracic and upper lumbar vertebrae are identified on the lateral view.,Uncertain,2
11,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
11,pericardial effusion,Uncertain,0
11,radiopaque calculus identified within the right upper quadrant biliary region.,Unaligned,5
11,the aortic silhouette maintains a normal configuration within the central mediastinal space.,Aligned,0
11,the left atrial appendage is located along the mid left heart border.,Uncertain,0
11,the pulmonary artery segment maintains a normal contour along the left heart border.,Uncertain,0
11,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
11,the upper abdomen is partially included at the base of the image.,Uncertain,3
11,tuberculous (qualifier value),Uncertain,1
11,vertebral columns,Uncertain,2
12,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
12,acute bronchitis (disorder),Uncertain,0
12,atheroscleroses,Uncertain,0
12,besnier boeck disease,Uncertain,1
12,besnier boeck schaumann syndrome,Uncertain,1
12,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Aligned,0
12,cardiomegaly (disorder),Uncertain,0
12,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
12,cervical spines,Uncertain,2
12,"column, vertebral",Uncertain,2
12,diffuse hyperlucency of the left lung with associated attenuation of peripheral pulmonary vessels.,Uncertain,0
12,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
12,"disease, forestier's",Uncertain,2
12,enlarged cardiac silhouette associated with diffuse bilateral pulmonary venous hypertension and edema.,Uncertain,0
12,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Uncertain,7
12,fibrocystic disease,Uncertain,0
12,gallstone diseases,Uncertain,5
12,heart atrium,Uncertain,0
12,increased prominence of bronchovascular markings with bilateral hazy opacities.,Uncertain,0
12,layering opacity along the lateral chest wall indicates pleural effusion.,Uncertain,0
12,patchy airspace opacification identified in the right mid lung zone suggesting consolidation.,Uncertain,0
12,persistent hazy opacity noted within the right upper lobe lung parenchyma.,Uncertain,0
12,"sarcoid, boeck's",Uncertain,1
12,solitary circumscribed mass lesion projecting over the right mid lung zone.,Unaligned,0
12,"spine, cervical",Uncertain,2
12,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Uncertain,0
12,tuberculosis,Uncertain,1
12,tuberculous (qualifier value),Uncertain,1
13,a solitary well-defined nodule with central dense calcification is noted.,Unaligned,0
13,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
13,atheroscleroses,Uncertain,0
13,bullous emphysema,Aligned,0
13,calculus in biliary tract,Uncertain,5
13,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
13,cervical spines,Uncertain,2
13,cystic fibrosis (disorder),Uncertain,0
13,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
13,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
13,gallstone disease,Uncertain,5
13,gallstone diseases,Uncertain,5
13,generalized thinning of the cortical margins of the visualized ribs.,Unaligned,2
13,layering opacity along the lateral chest wall indicates pleural effusion.,Unaligned,0
13,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
13,miliary lupoid of boeck,Uncertain,1
13,pneumothorax (disorder),Unaligned,0
13,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Unaligned,0
13,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
13,thoracic aorta appears as a well defined tubular structure within the superior mediastinum.,Aligned,0
13,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
13,tuberculosis,Uncertain,1
13,tuberculous (qualifier value),Uncertain,1
14,a solitary well-defined rounded opacity is noted within the right upper lobe.,Unaligned,0
14,acute bronchitis (disorder),Uncertain,0
14,bronchiectasis (disorder),Uncertain,0
14,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
14,chronic irreversible airway obstruction,Uncertain,0
14,coad,Uncertain,0
14,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
14,cystic fibrosis,Uncertain,0
14,cystic fibrosis (disorder),Uncertain,0
14,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
14,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
14,fibrocystic disease,Uncertain,0
14,gallstone diseases,Uncertain,5
14,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
14,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
14,pulmonary vascular structures are clearly visible radiating from the bilateral hila.,Aligned,0
14,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
14,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Unaligned,0
14,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
14,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Aligned,4
14,thoracic vertebrae are visualized as a vertical column of stacked bony segments.,Aligned,2
14,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
14,tracheal structure,Aligned,0
14,tuberculosis,Uncertain,1
15,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
15,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
15,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
15,"columns, spinal",Uncertain,2
15,confluent airspace opacities identified throughout the right middle and lower lobes.,Unaligned,0
15,costophrenic angle,Uncertain,4
15,dense consolidation obscuring the normal vascular markings in the left lower lung.,Unaligned,0
15,dense pleural opacity causing obscuration of the underlying pulmonary vascular markings.,Unaligned,0
15,enlarged cardiac silhouette associated with diffuse bilateral pulmonary venous hypertension and edema.,Uncertain,0
15,gallstone diseases,Uncertain,5
15,globular heart shape suggesting an increase in the pericardial space.,Uncertain,0
15,hemopneumothorax,Unaligned,0
15,increased density obscuring the hemidiaphragm consistent with a significant pleural collection.,Uncertain,0
15,increased prominence of bronchovascular markings with bilateral hazy opacities.,Uncertain,0
15,increased retrosternal lucency with posterior bowing of the sternal body on lateral view.,Uncertain,2
15,layering opacity along the lateral chest wall indicates pleural effusion.,Unaligned,0
15,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
15,pleural hemorrhage,Unaligned,0
15,"spine, cervical",Uncertain,2
15,structure of yellow fat,Uncertain,6
15,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Aligned,0
15,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Aligned,0
15,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
16,acute tracheobronchitis (disorder),Uncertain,0
16,bilateral perihilar airspace opacities consistent with pulmonary edema.,Uncertain,0
16,bullous emphysema,Uncertain,0
16,cardiac insufficiency,Uncertain,0
16,cardiomegaly (disorder),Uncertain,0
16,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
16,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
16,confluent airspace opacities identified throughout the right middle and lower lobes.,Unaligned,0
16,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
16,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
16,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
16,extraskeletal calcification,Uncertain,2
16,fibrocystic disease,Uncertain,0
16,"fibroses, pulmonary",Uncertain,0
16,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
16,forestiers disease,Uncertain,2
16,large lobulated soft tissue density identified in the left lower lung field.,Unaligned,0
16,miliary lupoid of boeck,Uncertain,1
16,multiple avascular lucent spaces are present throughout the upper pulmonary lobes.,Uncertain,0
16,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Unaligned,0
16,solitary circumscribed mass lesion projecting over the right mid lung zone.,Unaligned,0
16,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,Unaligned,0
16,tracheal structure,Uncertain,0
17,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
17,acute bronchitis (disorder),Uncertain,0
17,bilateral diaphragmatic domes are smooth with sharp costophrenic angles on frontal view.,Uncertain,3
17,calculus in biliary tract,Uncertain,5
17,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
17,cardiomegaly (disorder),Uncertain,0
